sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-00351,dots,yellow,polyblend,left,xl,53.9,1473,0.79,0.510,train
sock-00352,stripes,black,bamboo,right,small,55.8,1496,0.08,0.970,train
sock-00353,tiny-stars,green,wool,ambiguous,medium,57.7,619,0.37,0.690,train
sock-00354,ribbed,burgundy,cotton,left,large,59.6,642,0.66,0.700,train
sock-00355,heather,charcoal,modal,right,xl,61.5,665,0.95,0.640,train
sock-00356,chevron,teal,linen,ambiguous,small,63.4,688,0.24,0.580,train
sock-00357,argyle,white,polyblend,left,medium,65.3,711,0.53,0.400,train
sock-00358,plain,coral,bamboo,right,large,67.2,734,0.82,0.960,train
sock-00359,dots,lavender,wool,ambiguous,xl,69.1,757,0.11,0.700,train
sock-00360,stripes,navy,cotton,left,small,71.0,780,0.40,0.800,train
sock-00361,tiny-stars,yellow,modal,right,medium,72.9,803,0.69,0.650,train
sock-00362,ribbed,black,linen,ambiguous,large,25.8,826,0.98,0.680,train
sock-00363,heather,green,polyblend,left,xl,27.7,849,0.27,0.530,train
sock-00364,chevron,burgundy,bamboo,right,small,29.6,872,0.56,0.900,train
sock-00365,argyle,charcoal,wool,ambiguous,medium,31.5,895,0.85,0.660,train
sock-00366,plain,teal,cotton,left,large,33.4,918,0.14,0.790,train
sock-00367,dots,white,modal,right,xl,35.3,941,0.43,0.590,train
sock-00368,stripes,coral,linen,ambiguous,small,37.2,964,0.72,0.600,train
sock-00369,tiny-stars,lavender,polyblend,left,medium,39.1,987,0.01,0.540,train
sock-00370,ribbed,navy,bamboo,right,large,41.0,1010,0.30,0.630,train
sock-00371,heather,yellow,wool,ambiguous,xl,42.9,1033,0.59,0.720,train
sock-00372,chevron,black,cotton,left,small,44.8,1056,0.88,0.820,train
sock-00373,argyle,green,modal,right,medium,46.7,1079,0.17,0.620,train
sock-00374,plain,burgundy,linen,ambiguous,large,48.6,1102,0.46,0.680,train
sock-00375,dots,charcoal,polyblend,left,xl,50.5,1125,0.75,0.550,train
sock-00376,stripes,teal,bamboo,right,small,52.4,1148,0.04,0.550,train
sock-00377,tiny-stars,white,wool,ambiguous,medium,54.3,1171,0.33,0.660,train
sock-00378,ribbed,coral,cotton,left,large,56.2,1194,0.62,0.740,train
sock-00379,heather,lavender,modal,right,xl,58.1,1217,0.91,0.680,train
sock-00380,chevron,navy,linen,ambiguous,small,60.0,1240,0.20,0.710,train
sock-00381,argyle,yellow,polyblend,left,medium,61.9,1263,0.49,0.510,train
sock-00382,plain,black,bamboo,right,large,63.8,1286,0.78,0.720,train
sock-00383,dots,green,wool,ambiguous,xl,65.7,1309,0.07,0.740,train
sock-00384,stripes,burgundy,cotton,left,small,67.6,1332,0.36,0.750,train
sock-00385,tiny-stars,charcoal,modal,right,medium,69.5,1355,0.65,0.690,train
sock-00386,ribbed,teal,linen,ambiguous,large,71.4,1378,0.94,0.630,train
sock-00387,heather,white,polyblend,left,xl,24.3,1401,0.23,0.500,train
sock-00388,chevron,coral,bamboo,right,small,26.2,1424,0.52,0.570,train
sock-00389,argyle,lavender,wool,ambiguous,medium,28.1,1447,0.81,0.700,train
sock-00390,plain,navy,cotton,left,large,30.0,1470,0.10,0.920,train
sock-00391,dots,yellow,modal,right,xl,31.9,1493,0.39,0.700,train
sock-00392,stripes,black,linen,ambiguous,small,33.8,616,0.68,0.730,train
sock-00393,tiny-stars,green,polyblend,left,medium,35.7,639,0.97,0.580,train
sock-00394,ribbed,burgundy,bamboo,right,large,37.6,662,0.26,0.580,train
sock-00395,heather,charcoal,wool,ambiguous,xl,39.5,685,0.55,0.760,train
sock-00396,chevron,teal,cotton,left,small,41.4,708,0.84,0.770,train
sock-00397,argyle,white,modal,right,medium,43.3,731,0.13,0.590,train
sock-00398,plain,coral,linen,ambiguous,large,45.2,754,0.42,0.720,train
sock-00399,dots,lavender,polyblend,left,xl,47.1,777,0.71,0.590,train
sock-00400,stripes,navy,bamboo,right,small,49.0,800,0.00,0.680,train
sock-00401,tiny-stars,yellow,wool,ambiguous,medium,50.9,823,0.29,0.770,train
sock-00402,ribbed,black,cotton,left,large,52.8,846,0.58,0.870,train
sock-00403,heather,green,modal,right,xl,54.7,869,0.87,0.720,train
sock-00404,chevron,burgundy,linen,ambiguous,small,56.6,892,0.16,0.660,train
sock-00405,argyle,charcoal,polyblend,left,medium,58.5,915,0.45,0.550,train
sock-00406,plain,teal,bamboo,right,large,60.4,938,0.74,0.670,train
sock-00407,dots,white,wool,ambiguous,xl,62.3,961,0.03,0.340,train
sock-00408,stripes,coral,cotton,left,small,64.2,984,0.32,0.790,train
sock-00409,tiny-stars,lavender,modal,right,medium,66.1,1007,0.61,0.730,train
sock-00410,ribbed,navy,linen,ambiguous,large,68.0,1030,0.90,0.760,train
sock-00411,heather,yellow,polyblend,left,xl,69.9,1053,0.19,0.610,train
sock-00412,chevron,black,bamboo,right,small,71.8,1076,0.48,0.700,train
sock-00413,argyle,green,wool,ambiguous,medium,24.7,1099,0.77,0.370,train
sock-00414,plain,burgundy,cotton,left,large,26.6,1122,0.06,0.870,train
sock-00415,dots,charcoal,modal,right,xl,28.5,1145,0.35,0.740,train
sock-00416,stripes,teal,linen,ambiguous,small,30.4,1168,0.64,0.680,train
sock-00417,tiny-stars,white,polyblend,left,medium,32.3,1191,0.93,0.550,train
sock-00418,ribbed,coral,bamboo,right,large,34.2,1214,0.22,0.620,train
sock-00419,heather,lavender,wool,ambiguous,xl,36.1,1237,0.51,0.430,train
sock-00420,chevron,navy,cotton,left,small,38.0,1260,0.80,0.900,train
sock-00421,argyle,yellow,modal,right,medium,39.9,1283,0.09,0.700,train
sock-00422,plain,black,linen,ambiguous,large,41.8,1306,0.38,0.850,train
sock-00423,dots,green,polyblend,left,xl,43.7,1329,0.67,0.630,train
sock-00424,stripes,burgundy,bamboo,right,small,45.6,1352,0.96,0.630,train
sock-00425,tiny-stars,charcoal,wool,ambiguous,medium,47.5,1375,0.25,0.440,train
sock-00426,ribbed,teal,cotton,left,large,49.4,1398,0.54,0.820,train
sock-00427,heather,white,modal,right,xl,51.3,1421,0.83,0.690,train
sock-00428,chevron,coral,linen,ambiguous,small,53.2,1444,0.12,0.700,train
sock-00429,argyle,lavender,polyblend,left,medium,55.1,1467,0.41,0.590,train
sock-00430,plain,navy,bamboo,right,large,57.0,1490,0.70,0.800,train
sock-00431,dots,yellow,wool,ambiguous,xl,58.9,613,0.99,0.450,train
sock-00432,stripes,black,cotton,left,small,60.8,636,0.28,0.920,train
sock-00433,tiny-stars,green,modal,right,medium,62.7,659,0.57,0.770,train
sock-00434,ribbed,burgundy,linen,ambiguous,large,64.6,682,0.86,0.710,train
sock-00435,heather,charcoal,polyblend,left,xl,66.5,705,0.15,0.650,train
sock-00436,chevron,teal,bamboo,right,small,68.4,728,0.44,0.650,train
sock-00437,argyle,white,wool,ambiguous,medium,70.3,751,0.73,0.340,train
sock-00438,plain,coral,cotton,left,large,72.2,774,0.02,0.910,train
sock-00439,dots,lavender,modal,right,xl,25.1,797,0.31,0.780,train
sock-00440,stripes,navy,linen,ambiguous,small,27.0,820,0.60,0.810,train
sock-00441,tiny-stars,yellow,polyblend,left,medium,28.9,843,0.89,0.660,train
sock-00442,ribbed,black,bamboo,right,large,30.8,866,0.18,0.750,train
sock-00443,heather,green,wool,ambiguous,xl,32.7,889,0.47,0.470,train
sock-00444,chevron,burgundy,cotton,left,small,34.6,912,0.76,0.480,train
sock-00445,argyle,charcoal,modal,right,medium,36.5,935,0.05,0.740,train
sock-00446,plain,teal,linen,ambiguous,large,38.4,958,0.34,0.800,train
sock-00447,dots,white,polyblend,left,xl,40.3,981,0.63,0.600,train
sock-00448,stripes,coral,bamboo,right,small,42.2,1004,0.92,0.670,train
sock-00449,tiny-stars,lavender,wool,ambiguous,medium,44.1,1027,0.21,0.480,train
sock-00450,ribbed,navy,cotton,left,large,46.0,1050,0.50,0.580,train
sock-00451,heather,yellow,modal,right,xl,47.9,1073,0.79,0.800,train
sock-00452,chevron,black,linen,ambiguous,small,49.8,1096,0.08,0.830,train
sock-00453,argyle,green,polyblend,left,medium,51.7,1119,0.37,0.630,train
sock-00454,plain,burgundy,bamboo,right,large,53.6,1142,0.66,0.750,train
sock-00455,dots,charcoal,wool,ambiguous,xl,55.5,1165,0.95,0.490,train
sock-00456,stripes,teal,cotton,left,small,57.4,1188,0.24,0.500,train
sock-00457,tiny-stars,white,modal,right,medium,59.3,1211,0.53,0.740,train
sock-00458,ribbed,coral,linen,ambiguous,large,61.2,1234,0.82,0.750,train
sock-00459,heather,lavender,polyblend,left,xl,63.1,1257,0.11,0.690,train
sock-00460,chevron,navy,bamboo,right,small,65.0,1280,0.40,0.780,train
sock-00461,argyle,yellow,wool,ambiguous,medium,66.9,1303,0.69,0.450,train
sock-00462,plain,black,cotton,left,large,68.8,1326,0.98,0.670,train
sock-00463,dots,green,modal,right,xl,70.7,1349,0.27,0.820,train
sock-00464,stripes,burgundy,linen,ambiguous,small,72.6,1372,0.56,0.760,train
sock-00465,tiny-stars,charcoal,polyblend,left,medium,25.5,1395,0.85,0.700,train
sock-00466,ribbed,teal,bamboo,right,large,27.4,1418,0.14,0.700,train
sock-00467,heather,white,wool,ambiguous,xl,29.3,1441,0.43,0.440,train
sock-00468,chevron,coral,cotton,left,small,31.2,1464,0.72,0.520,train
sock-00469,argyle,lavender,modal,right,medium,33.1,1487,0.01,0.780,train
sock-00470,plain,navy,linen,ambiguous,large,35.0,610,0.30,0.930,train
sock-00471,dots,yellow,polyblend,left,xl,36.9,633,0.59,0.710,train
sock-00472,stripes,black,bamboo,right,small,38.8,656,0.88,0.800,train
sock-00473,tiny-stars,green,wool,ambiguous,medium,40.7,679,0.17,0.520,train
sock-00474,ribbed,burgundy,cotton,left,large,42.6,702,0.46,0.530,train
sock-00475,heather,charcoal,modal,right,xl,44.5,725,0.75,0.840,train
sock-00476,chevron,teal,linen,ambiguous,small,46.4,748,0.04,0.780,train
sock-00477,argyle,white,polyblend,left,medium,48.3,771,0.33,0.600,train
sock-00478,plain,coral,bamboo,right,large,50.2,794,0.62,0.790,train
sock-00479,dots,lavender,wool,ambiguous,xl,52.1,817,0.91,0.530,train
sock-00480,stripes,navy,cotton,left,small,54.0,840,0.20,0.630,train
sock-00481,tiny-stars,yellow,modal,right,medium,55.9,863,0.49,0.480,train
sock-00482,ribbed,black,linen,ambiguous,large,57.8,886,0.78,0.880,train
sock-00483,heather,green,polyblend,left,xl,59.7,909,0.07,0.730,train
sock-00484,chevron,burgundy,bamboo,right,small,61.6,932,0.36,0.730,train
sock-00485,argyle,charcoal,wool,ambiguous,medium,63.5,955,0.65,0.490,train
sock-00486,plain,teal,cotton,left,large,65.4,978,0.94,0.620,train
sock-00487,dots,white,modal,right,xl,67.3,1001,0.23,0.420,train
sock-00488,stripes,coral,linen,ambiguous,small,69.2,1024,0.52,0.800,train
sock-00489,tiny-stars,lavender,polyblend,left,medium,71.1,1047,0.81,0.740,train
sock-00490,ribbed,navy,bamboo,right,large,24.0,1070,0.10,0.830,train
sock-00491,heather,yellow,wool,ambiguous,xl,25.9,1093,0.39,0.550,train
sock-00492,chevron,black,cotton,left,small,27.8,1116,0.68,0.650,train
sock-00493,argyle,green,modal,right,medium,29.7,1139,0.97,0.450,train
sock-00494,plain,burgundy,linen,ambiguous,large,31.6,1162,0.26,0.880,train
sock-00495,dots,charcoal,polyblend,left,xl,33.5,1185,0.55,0.750,train
sock-00496,stripes,teal,bamboo,right,small,35.4,1208,0.84,0.750,train
sock-00497,tiny-stars,white,wool,ambiguous,medium,37.3,1231,0.13,0.490,train
sock-00498,ribbed,coral,cotton,left,large,39.2,1254,0.42,0.570,train
sock-00499,heather,lavender,modal,right,xl,41.1,1277,0.71,0.510,train
sock-00500,chevron,navy,linen,ambiguous,small,43.0,1300,0.00,0.910,train
sock-00501,argyle,yellow,polyblend,left,medium,44.9,1323,0.29,0.710,train
sock-00502,plain,black,bamboo,right,large,46.8,1346,0.58,0.920,train
sock-00503,dots,green,wool,ambiguous,xl,48.7,1369,0.87,0.570,train
sock-00504,stripes,burgundy,cotton,left,small,50.6,1392,0.16,0.580,train
sock-00505,tiny-stars,charcoal,modal,right,medium,52.5,1415,0.45,0.520,train
sock-00506,ribbed,teal,linen,ambiguous,large,54.4,1438,0.74,0.830,train
sock-00507,heather,white,polyblend,left,xl,56.3,1461,0.03,0.700,train
sock-00508,chevron,coral,bamboo,right,small,58.2,1484,0.32,0.770,train
sock-00509,argyle,lavender,wool,ambiguous,medium,60.1,607,0.61,0.530,train
sock-00510,plain,navy,cotton,left,large,62.0,630,0.90,0.750,train
sock-00511,dots,yellow,modal,right,xl,63.9,653,0.19,0.530,train
sock-00512,stripes,black,linen,ambiguous,small,65.8,676,0.48,0.930,train
sock-00513,tiny-stars,green,polyblend,left,medium,67.7,699,0.77,0.780,train
sock-00514,ribbed,burgundy,bamboo,right,large,69.6,722,0.06,0.780,train
sock-00515,heather,charcoal,wool,ambiguous,xl,71.5,745,0.35,0.590,train
sock-00516,chevron,teal,cotton,left,small,24.4,768,0.64,0.600,train
sock-00517,argyle,white,modal,right,medium,26.3,791,0.93,0.420,train
sock-00518,plain,coral,linen,ambiguous,large,28.2,814,0.22,0.550,train
sock-00519,dots,lavender,polyblend,left,xl,30.1,837,0.51,0.790,train
sock-00520,stripes,navy,bamboo,right,small,32.0,860,0.80,0.880,train
sock-00521,tiny-stars,yellow,wool,ambiguous,medium,33.9,883,0.09,0.600,train
sock-00522,ribbed,black,cotton,left,large,35.8,906,0.38,0.700,train
sock-00523,heather,green,modal,right,xl,37.7,929,0.67,0.550,train
sock-00524,chevron,burgundy,linen,ambiguous,small,39.6,952,0.96,0.490,train
sock-00525,argyle,charcoal,polyblend,left,medium,41.5,975,0.25,0.750,train
sock-00526,plain,teal,bamboo,right,large,43.4,998,0.54,0.870,train
sock-00527,dots,white,wool,ambiguous,xl,45.3,1021,0.83,0.540,train
sock-00528,stripes,coral,cotton,left,small,47.2,1044,0.12,0.620,train
sock-00529,tiny-stars,lavender,modal,right,medium,49.1,1067,0.41,0.560,train
sock-00530,ribbed,navy,linen,ambiguous,large,51.0,1090,0.70,0.590,train
sock-00531,heather,yellow,polyblend,left,xl,52.9,1113,0.99,0.810,train
sock-00532,chevron,black,bamboo,right,small,54.8,1136,0.28,0.900,train
sock-00533,argyle,green,wool,ambiguous,medium,56.7,1159,0.57,0.570,train
sock-00534,plain,burgundy,cotton,left,large,58.6,1182,0.86,0.700,train
sock-00535,dots,charcoal,modal,right,xl,60.5,1205,0.15,0.570,train
sock-00536,stripes,teal,linen,ambiguous,small,62.4,1228,0.44,0.510,train
sock-00537,tiny-stars,white,polyblend,left,medium,64.3,1251,0.73,0.750,train
sock-00538,ribbed,coral,bamboo,right,large,66.2,1274,0.02,0.820,train
sock-00539,heather,lavender,wool,ambiguous,xl,68.1,1297,0.31,0.630,train
sock-00540,chevron,navy,cotton,left,small,70.0,1320,0.60,0.730,train
sock-00541,argyle,yellow,modal,right,medium,71.9,1343,0.89,0.530,train
sock-00542,plain,black,linen,ambiguous,large,24.8,1366,0.18,0.680,train
sock-00543,dots,green,polyblend,left,xl,26.7,1389,0.47,0.830,train
sock-00544,stripes,burgundy,bamboo,right,small,28.6,1412,0.76,0.830,train
sock-00545,tiny-stars,charcoal,wool,ambiguous,medium,30.5,1435,0.05,0.640,train
sock-00546,ribbed,teal,cotton,left,large,32.4,1458,0.34,0.650,train
sock-00547,heather,white,modal,right,xl,34.3,1481,0.63,0.520,train
sock-00548,chevron,coral,linen,ambiguous,small,36.2,604,0.92,0.530,train
sock-00549,argyle,lavender,polyblend,left,medium,38.1,627,0.21,0.790,train
sock-00550,plain,navy,bamboo,right,large,40.0,650,0.50,0.990,train
sock-00551,dots,yellow,wool,ambiguous,xl,41.9,673,0.79,0.650,train
sock-00552,stripes,black,cotton,left,small,43.8,696,0.08,0.750,train
sock-00553,tiny-stars,green,modal,right,medium,45.7,719,0.37,0.600,train
sock-00554,ribbed,burgundy,linen,ambiguous,large,47.6,742,0.66,0.540,train
sock-00555,heather,charcoal,polyblend,left,xl,49.5,765,0.95,0.480,train
sock-00556,chevron,teal,bamboo,right,small,51.4,788,0.24,0.850,train
sock-00557,argyle,white,wool,ambiguous,medium,53.3,811,0.53,0.540,train
sock-00558,plain,coral,cotton,left,large,55.2,834,0.82,0.740,train
sock-00559,dots,lavender,modal,right,xl,57.1,857,0.11,0.610,train
sock-00560,stripes,navy,linen,ambiguous,small,59.0,880,0.40,0.640,train
sock-00561,tiny-stars,yellow,polyblend,left,medium,60.9,903,0.69,0.490,train
sock-00562,ribbed,black,bamboo,right,large,62.8,926,0.98,0.950,train
sock-00563,heather,green,wool,ambiguous,xl,64.7,949,0.27,0.670,train
sock-00564,chevron,burgundy,cotton,left,small,66.6,972,0.56,0.680,train
sock-00565,argyle,charcoal,modal,right,medium,68.5,995,0.85,0.570,train
sock-00566,plain,teal,linen,ambiguous,large,70.4,1018,0.14,0.630,train
sock-00567,dots,white,polyblend,left,xl,72.3,1041,0.43,0.430,train
sock-00568,stripes,coral,bamboo,right,small,25.2,1064,0.72,0.870,train
sock-00569,tiny-stars,lavender,wool,ambiguous,medium,27.1,1087,0.01,0.680,train
sock-00570,ribbed,navy,cotton,left,large,29.0,1110,0.30,0.780,train
sock-00571,heather,yellow,modal,right,xl,30.9,1133,0.59,0.630,train
sock-00572,chevron,black,linen,ambiguous,small,32.8,1156,0.88,0.660,train
sock-00573,argyle,green,polyblend,left,medium,34.7,1179,0.17,0.460,train
sock-00574,plain,burgundy,bamboo,right,large,36.6,1202,0.46,0.950,train
sock-00575,dots,charcoal,wool,ambiguous,xl,38.5,1225,0.75,0.690,train
sock-00576,stripes,teal,cotton,left,small,40.4,1248,0.04,0.700,train
sock-00577,tiny-stars,white,modal,right,medium,42.3,1271,0.33,0.570,train
sock-00578,ribbed,coral,linen,ambiguous,large,44.2,1294,0.62,0.580,train
sock-00579,heather,lavender,polyblend,left,xl,46.1,1317,0.91,0.520,train
sock-00580,chevron,navy,bamboo,right,small,48.0,1340,0.20,0.980,train
sock-00581,argyle,yellow,wool,ambiguous,medium,49.9,1363,0.49,0.650,train
sock-00582,plain,black,cotton,left,large,51.8,1386,0.78,0.870,train
sock-00583,dots,green,modal,right,xl,53.7,1409,0.07,0.650,train
sock-00584,stripes,burgundy,linen,ambiguous,small,55.6,1432,0.36,0.590,train
sock-00585,tiny-stars,charcoal,polyblend,left,medium,57.5,1455,0.65,0.530,train
sock-00586,ribbed,teal,bamboo,right,large,59.4,1478,0.94,0.900,train
sock-00587,heather,white,wool,ambiguous,xl,61.3,601,0.23,0.640,train
sock-00588,chevron,coral,cotton,left,small,63.2,624,0.52,0.720,train
sock-00589,argyle,lavender,modal,right,medium,65.1,647,0.81,0.610,train
sock-00590,plain,navy,linen,ambiguous,large,67.0,670,0.10,0.760,train
sock-00591,dots,yellow,polyblend,left,xl,68.9,693,0.39,0.540,train
sock-00592,stripes,black,bamboo,right,small,70.8,716,0.68,0.630,train
sock-00593,tiny-stars,green,wool,ambiguous,medium,72.7,739,0.97,0.720,train
sock-00594,ribbed,burgundy,cotton,left,large,25.6,762,0.26,0.730,train
sock-00595,heather,charcoal,modal,right,xl,27.5,785,0.55,0.670,train
sock-00596,chevron,teal,linen,ambiguous,small,29.4,808,0.84,0.610,train
sock-00597,argyle,white,polyblend,left,medium,31.3,831,0.13,0.430,train
sock-00598,plain,coral,bamboo,right,large,33.2,854,0.42,0.620,train
sock-00599,dots,lavender,wool,ambiguous,xl,35.1,877,0.71,0.730,train
sock-00600,stripes,navy,cotton,left,small,37.0,900,0.00,0.830,train
sock-00601,tiny-stars,yellow,modal,right,medium,38.9,923,0.29,0.680,train
sock-00602,ribbed,black,linen,ambiguous,large,40.8,946,0.58,0.710,train
sock-00603,heather,green,polyblend,left,xl,42.7,969,0.87,0.560,train
sock-00604,chevron,burgundy,bamboo,right,small,44.6,992,0.16,0.560,train
sock-00605,argyle,charcoal,wool,ambiguous,medium,46.5,1015,0.45,0.690,train
sock-00606,plain,teal,cotton,left,large,48.4,1038,0.74,0.820,train
sock-00607,dots,white,modal,right,xl,50.3,1061,0.03,0.620,train
sock-00608,stripes,coral,linen,ambiguous,small,52.2,1084,0.32,0.630,train
sock-00609,tiny-stars,lavender,polyblend,left,medium,54.1,1107,0.61,0.570,train
sock-00610,ribbed,navy,bamboo,right,large,56.0,1130,0.90,0.660,train
sock-00611,heather,yellow,wool,ambiguous,xl,57.9,1153,0.19,0.750,train
sock-00612,chevron,black,cotton,left,small,59.8,1176,0.48,0.850,train
sock-00613,argyle,green,modal,right,medium,61.7,1199,0.77,0.650,train
sock-00614,plain,burgundy,linen,ambiguous,large,63.6,1222,0.06,0.710,train
sock-00615,dots,charcoal,polyblend,left,xl,65.5,1245,0.35,0.580,train
sock-00616,stripes,teal,bamboo,right,small,67.4,1268,0.64,0.580,train
sock-00617,tiny-stars,white,wool,ambiguous,medium,69.3,1291,0.93,0.690,train
sock-00618,ribbed,coral,cotton,left,large,71.2,1314,0.22,0.770,train
sock-00619,heather,lavender,modal,right,xl,24.1,1337,0.51,0.710,train
sock-00620,chevron,navy,linen,ambiguous,small,26.0,1360,0.80,0.740,train
sock-00621,argyle,yellow,polyblend,left,medium,27.9,1383,0.09,0.540,train
sock-00622,plain,black,bamboo,right,large,29.8,1406,0.38,0.750,train
sock-00623,dots,green,wool,ambiguous,xl,31.7,1429,0.67,0.770,train
sock-00624,stripes,burgundy,cotton,left,small,33.6,1452,0.96,0.780,train
sock-00625,tiny-stars,charcoal,modal,right,medium,35.5,1475,0.25,0.720,train
sock-00626,ribbed,teal,linen,ambiguous,large,37.4,1498,0.54,0.660,train
sock-00627,heather,white,polyblend,left,xl,39.3,621,0.83,0.530,train
sock-00628,chevron,coral,bamboo,right,small,41.2,644,0.12,0.600,train
sock-00629,argyle,lavender,wool,ambiguous,medium,43.1,667,0.41,0.360,train
sock-00630,plain,navy,cotton,left,large,45.0,690,0.70,0.950,train
sock-00631,dots,yellow,modal,right,xl,46.9,713,0.99,0.730,train
